claim,claim_label,topic,date_published,count,count2,focus,release
The NYPD is investigating and building a case against Bill Clinton pertaining to an underage sex ring.,150,fake_news,2-Nov-16,1,1,fake_news,2-Nov-16
The NYPD raided Clinton's property as part of the Anthony Weiner investigation.,150,fake_news,2-Nov-16,3,1.732050808,fake_news,2-Nov-16
"The Obama administration disinvited Medal of Honor recipient Dakota Meyer from the Marine Corps' 241st birthday ball in Kabul, Afghanistan, because he criticized the President.            ",300,military,14-Nov-16,6,2.449489743,military,14-Nov-16
"The Obama administration has proposed revising power guidelines that could affect eagles, but the President hasn't issued a ""kill order"" allowing the slaughter of thousands of bald eagles per year.",450,politics,13-May-16,3,1.732050808,politics,13-May-16
"The Obama Administration is ""fighting in court"" to allow non-citizens to vote in general elections.            ",300,politics,24-Feb-16,9,3,politics,24-Feb-16
The officer who shot and killed Alton Sterling was photographed at a KKK rally.,150,fauxtography,18-Jul-16,2,1.414213562,fauxtography,18-Jul-16
"The Oklahoma Highway Patrol is using a device called an ""ERAD"" to seize money from people's bank accounts.            ",450,crime,9-Jun-16,6,2.449489743,crime,9-Jun-16
The Pentagon purchased five million Powerball tickets at a cost of $10 million so they could buy more F-35s if they won.            ,150,fake_news,13-Jan-16,2,1.414213562,fake_news,13-Jan-16
The personalities of the dwarf characters in Disney's animated film version of Snow White and the Seven Dwarfs represent the seven stages of cocaine addiction.            ,150,disney,18-Jun-02,9,3,disney,18-Jun-02
"The PGA officially has changed the golf term ""a bad lie"" to ""a Hillary"" in honor of Arnold Palmer.",150,humor,12-Oct-16,3,1.732050808,humor,12-Oct-16
"The philosopher Socrates said ""when debate is lost, slander becomes the tool of the loser.""            ",300,questionable_quotes,12-Apr-16,6,2.449489743,questionable_quotes,12-Apr-16
The phone number of a woman who accused Donald Trump of sexually aggressive behavior matches that of a Clinton Foundation staffer.            ,150,politics,14-Oct-16,7,2.645751311,politics,14-Oct-16
The pilot of missing Malaysia Airlines Flight 370 reappeared in Taiwan two years after the plane disappeared.            ,150,fake_news,10-Feb-16,7,2.645751311,fake_news,10-Feb-16
"The planet Mars will make a once-in-our-lifetimes, remarkably close approach to Earth on 27 August 2016.            ",150,astronomy_news,25-Jul-03,5,2.236067977,astronomy_news,25-Jul-03
The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.            ,150,politics,21-Nov-16,28,5.291502622,politics,21-Nov-16
"The popular Gummi Bears (and similar fruit-flavored candies) are made with carnauba wax, the same ingredient that is found in car polish.            ",450,food,20-Sep-16,8,2.828427125,food,20-Sep-16
"The president of Knox Machinery wrote a letter to the president of General Motors, criticizing the latter for seeking a government bailout.  ",750,political_news,16-Dec-08,1,1,political_news,16-Dec-08
The principal of Mountain Dell Elementary School in Oregon sent a letter to parents informing them that the Pledge of Allegiance will be banned for the remainder of the school year.            ,150,fake_news,29-Aug-16,4,2,fake_news,29-Aug-16
"The producers of the Broadway musical ""Hamilton"" issued a casting call specifying ""non-white"" actors for auditions.            ",750,politics,21-Nov-16,8,2.828427125,politics,21-Nov-16
The real Hillary Clinton has been dead since 1998 and was replaced with a clone.,150,fake_news,16-Sep-16,4,2,fake_news,16-Sep-16
"The Red Cross banned prayer in all disaster shelters, even those in churches.            ",150,political_news,30-Aug-16,6,2.449489743,political_news,30-Aug-16
The Red Cross gave out meager and unappetizing meals to Louisiana flood victims.            ,450,viral_phenomena,6-Sep-16,7,2.645751311,viral_phenomena,6-Sep-16
"The red-bellied pacu, an invasive species related to the piranha but with human-like teeth, is known to have bitten off men's testicles, killing at least two victims.            ",300,critter_country,15-Aug-16,15,3.872983346,critter_country,15-Aug-16
The remains of a Nazi soldier were found in the belly of a giant catfish.            ,150,fauxtography,18-Jan-17,6,2.449489743,fauxtography,18-Jan-17
"The remains of more than 250 soldiers were dumped in a landfill between 2004 and 2008, a fact that was ignored by the mainstream media.            ",450,politics,15-Jan-16,10,3.16227766,politics,15-Jan-16
The Republican National Committed has officially adopted support for the discredited practice of conversion therapy for gay people as part of their platform.,0,politics,14-Jul-16,4,2,politics,14-Jul-16
"The Republican Party has hypocritically declared their national convention to be a ""gun-free zone.""            ",150,politics,23-Jun-16,5,2.236067977,politics,23-Jun-16
The Reverend Billy Graham issued a surprising statement in support of Donald Trump.,300,politics,20-Oct-16,4,2,politics,20-Oct-16
The Russians have sent a manned space craft to Saturn and it's being hidden from the public.,150,fake_news,27-Dec-16,1,1,fake_news,27-Dec-16
"The same crying woman appears in photos taken at the scenes of massacres in Sandy Hook, Aurora, Boston, and Oregon.            ",150,fauxtography,26-Oct-15,9,3,fauxtography,26-Oct-15
"The San Andreas fault is on the move, signaling that a massive earthquake might be imminent.            ",450,science,23-Jun-16,12,3.464101615,science,23-Jun-16
"The search-and-rescue organization in Syria, the White Helmets, is linked to terrorists.",300,military,15-Dec-16,5,2.236067977,military,15-Dec-16
The second season of 'Stranger Things' will be written by Stephen King.            ,150,entertainment,22-Aug-16,2,1.414213562,entertainment,22-Aug-16
The second-highest ranking ISIS member urged Muslim-Americans to vote for Hillary Clinton.            ,150,fake_news,21-Oct-16,3,1.732050808,fake_news,21-Oct-16
The Simpsons' animated television series predicted the advent of the Pokemon Go game.            ,150,fauxtography,8-Jul-16,1,1,fauxtography,8-Jul-16
The Simpsons correctly predicted various incidents that took place during Super Bowl LI.,450,fauxtography,6-Feb-17,7,2.645751311,fauxtography,6-Feb-17
The Simpsons' predicted President Donald Trump's death and showed him lying in a coffin.,150,politics,7-Feb-17,1,1,politics,7-Feb-17
The simultaneous death of infant twins in Turkey in 2002 was connected to their having recently received vaccinations.,300,medical,15-Mar-17,18,4.242640687,medical,15-Mar-17
The skeleton of a giant human was uncovered during gas exploration in Saudi Arabia.            ,150,fauxtography,21-Jun-04,9,3,fauxtography,21-Jun-04
The son of child care expert Dr. Benjamin Spock killed himself.,150,medical,9-Sep-02,3,1.732050808,medical,9-Sep-02
The Southern Poverty Law Center has officially labeled the Republican party a hate group.            ,150,politics,22-Feb-16,9,3,politics,22-Feb-16
The spiral stairway at Santa Fe's Loretto Chapel miraculously stands despite having no discernable means of support.            ,150,horrors,3-May-07,3,1.732050808,horrors,3-May-07
The SS Cotopaxi has been discovered by the Cuban Coast Guard 90 years after it vanished in the Bermuda Triangle.,150,media_matters,20-May-15,3,1.732050808,media_matters,20-May-15
The staff at a restaurant in Hawaii walked out in protest over President Obama's visit.,150,fake_news,19-Dec-16,2,1.414213562,fake_news,19-Dec-16
The state cut off water access to Native Americans protesting the Dakota Access Pipeline.            ,300,legal_affairs,25-Aug-16,6,2.449489743,legal_affairs,25-Aug-16
The state of California pays criminals not to kill and sends them on free vacations.,450,crime,24-Aug-16,7,2.645751311,crime,24-Aug-16
"The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.            ",150,politics,15-Dec-16,4,2,politics,15-Dec-16
The state of Michigan has passed a law banning oral and anal sex.,300,politics,9-Feb-16,6,2.449489743,politics,9-Feb-16
The State of Texas announced it would no longer be issuing birth certificates to the children of undocumented immigrants.            ,450,politics,16-Nov-16,7,2.645751311,politics,16-Nov-16
The state of Wisconsin banned all FoodShare/EBT programs through 2019 due to budgetary concerns.            ,150,fake_news,23-Sep-16,8,2.828427125,fake_news,23-Sep-16
The streaming music service Pandora endorsed the Black Lives Matter movement while ignoring the deaths of Dallas police officers.            ,450,business,11-Jul-16,8,2.828427125,business,11-Jul-16
"The streets in some parts of Dhaka, Bangladesh were awash in bloody water after mass animal sacrifices took place on the Islamic holiday Eid al-Adha.            ",750,fauxtography,20-Sep-16,12,3.464101615,fauxtography,20-Sep-16
"The Supreme Court has advanced a motion seeking to overturn the results of the 2016 due to purported Russian interference, indicating likelihood it will be heard.            ",450,politics,24-Feb-17,6,2.449489743,politics,24-Feb-17
The Supreme Court has upheld former Vice President Dick Cheney's sentence of 20 years in prison on charges related to war crimes.            ,150,fake_news,24-Oct-16,3,1.732050808,fake_news,24-Oct-16
The Supreme Court ordered the Smithsonian Institution to disclose that it destroyed several giant skeletons in the early 1900s to preserve the mainstream narrative of evolution.  ,150,media_matters,17-Dec-14,5,2.236067977,media_matters,17-Dec-14
The Target retail chain has installed urinals in their women's bathrooms.            ,150,political_news,25-Apr-16,1,1,political_news,25-Apr-16
"The term ""Black Friday"" originated with the practice of selling off slaves on the day after Thanksgiving.            ",150,holidays,1-Dec-13,3,1.732050808,holidays,1-Dec-13
"The term ""monkey wrench"" was originally used to insult the tool's African-American inventor Jack Johnson.            ",450,history,14-Dec-15,3,1.732050808,history,14-Dec-15
The term '420' entered drug parlance as a term signifying the time to light up a joint.,750,language,14-Sep-02,2,1.414213562,language,14-Sep-02
The theme to the original 'Star Trek' television includes never-used lyrics.,750,entertainment,10-Mar-99,1,1,entertainment,10-Mar-99
The three winners of the $1.6 Powerball lottery have identified themselves on social media.            ,150,viral_phenomena,15-Jan-16,7,2.645751311,viral_phenomena,15-Jan-16
The Tim Hortons chain of coffee and baked goods stores adds nicotine to its coffee to keep customers hooked on it.            ,150,food,20-Jan-03,8,2.828427125,food,20-Jan-03
"The town of Clinton, IN, is changing its name to avoid being associated with Hillary Clinton.",150,political_news,19-Oct-16,5,2.236067977,political_news,19-Oct-16
The transcript of Hillary Clinton's speech to finance giant Goldman Sachs was leaked and published online.            ,150,fake_news,29-Feb-16,5,2.236067977,fake_news,29-Feb-16
"The U.S.  defense readiness alert level was quietly raised to ""DEFCON 3"" in mid-June 2016.            ",150,politics,20-Jun-16,14,3.741657387,politics,20-Jun-16
The U.S. Army is investigating ways to build biodegradable bullets that will sprout into plants.,750,military,13-Jan-17,6,2.449489743,military,13-Jan-17
"The U.S. Bureau of Land Management (BLM) has voted to euthanize 44,000 wild horses.            ",300,critter_country,13-Sep-16,5,2.236067977,critter_country,13-Sep-16
The U.S. Drug Enforcement Agency (DEA)  has classified kratom as a Schedule I substance as of  30 September 2016.            ,450,medical,7-Sep-16,15,3.872983346,medical,7-Sep-16
The U.S. Environmental Protection Agency is banning the conversion of road cars to racecars.            ,300,politics,10-Feb-16,11,3.31662479,politics,10-Feb-16
The U.S. federal government is enacting a nationwide minimum hunting age of twenty-one (or eighteen).,150,media_matters,29-Oct-14,3,1.732050808,media_matters,29-Oct-14
The U.S. government assigns Social Security numbers on the basis of race.            ,150,business,11-Apr-99,2,1.414213562,business,11-Apr-99
The U.S. government has announced  they are planning to permanently ban Pokemon Go.            ,150,fake_news,29-Aug-16,8,2.828427125,fake_news,29-Aug-16
The U.S. government is instituting a regulation mandating all motorcycles be outfitted with 75 MPH governors by January 2017.            ,150,fake_news,1-Aug-16,3,1.732050808,fake_news,1-Aug-16
"The U.S. government was sued and found culpable for the murder of Martin Luther King, Jr., but the news media refused to report it.            ",300,political_news,20-Jan-15,5,2.236067977,political_news,20-Jan-15
The U.S. Supreme Court has ruled that motorists need not have licenses to drive vehicles on public roads.            ,150,legal_affairs,24-Jul-15,9,3,legal_affairs,24-Jul-15
The U.S.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.            ,300,medical,20-May-16,11,3.31662479,medical,20-May-16
The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.            ,750,politics,21-Apr-16,6,2.449489743,politics,21-Apr-16
The UN stated that taking children to church is a violation of their human rights.,150,politics,29-Jun-16,7,2.645751311,politics,29-Jun-16
The United Nations (UN) ruled that the United States must pay slavery reparations to black Americans.            ,300,political_news,28-Sep-16,7,2.645751311,political_news,28-Sep-16
The United Nations will kill all Americans who refuse to turn over their guns.            ,150,politics,13-Apr-16,6,2.449489743,politics,13-Apr-16
The United States has approved plans to crossbreed animals and humans.            ,450,politics,11-Aug-16,8,2.828427125,politics,11-Aug-16
"The United States has the third-highest rate of homicides worldwide, but drops dramatically in the rankings if four major cities are excluded from the stats.            ",300,crime,7-Oct-15,13,3.605551275,crime,7-Oct-15
"The United States Holocaust Memorial Museum in Washington, D.C. has a display listIng off ""early warning signs"" of an encroaching fascist government.",450,politics,1-Mar-17,7,2.645751311,politics,1-Mar-17
The United States is deporting military veterans.,750,politics,8-Feb-16,14,3.741657387,politics,8-Feb-16
The United States military recruited Native Americans as scouts in the Vietnam War and â€” in the course of their training â€” the military discovered that long hair actually helps give people â€˜almost supernaturalâ€™ tracking abilities.,150,history,6-Dec-16,17,4.123105626,history,6-Dec-16
"The United States Postal Service issued a ""forever stamp"" featuring Bernie Sanders.            ",150,politics,18-Feb-16,5,2.236067977,politics,18-Feb-16
The United States was caught repainting some of their fighter jets in Russian air force colors for a false flag bombing.            ,150,politics,10-Oct-16,4,2,politics,10-Oct-16
The University of Connecticut (UConn) is constructing a dormitory solely to house black students.            ,150,politics,2-Feb-16,6,2.449489743,politics,2-Feb-16
The US government cancelled all 4th of July fireworks due to terror fears.,150,fake_news,26-Jun-16,3,1.732050808,fake_news,26-Jun-16
The user of solar panels drains the sun of energy.            ,150,fake_news,12-Feb-16,16,4,fake_news,12-Feb-16
The Vietnam Veterans Memorial was defaced with graffiti.            ,450,fauxtography,16-Jun-16,4,2,fauxtography,16-Jun-16
The Wall Street Journal ran a Donald Trump story with different headlines in different markets in order to sway voters.            ,450,media_matters,2-Sep-16,3,1.732050808,media_matters,2-Sep-16
The Washington Post's free daily newspaper used a male gender symbol to illustrate a cover story about women's rights.            ,750,fauxtography,5-Jan-17,5,2.236067977,fauxtography,5-Jan-17
The Wharton School wrote an open letter to Donald Trump explaining that the Republican Presidential candidate does not represent his former school.            ,450,politics,15-Jul-16,4,2,politics,15-Jul-16
The White House decided not to display a Christmas Nativity scene in 2016.,150,politics,5-Dec-16,5,2.236067977,politics,5-Dec-16
The White House was built using slave labor.            ,600,politics,26-Jul-16,6,2.449489743,politics,26-Jul-16
The White House was illuminated purple the night Prince died but did nothing when five police officers were killed in Dallas.            ,300,politics,10-Jul-16,7,2.645751311,politics,10-Jul-16
The Whole Foods Market organic grocery chain has banned the use of gendered language.,300,fauxtography,14-Oct-16,3,1.732050808,fauxtography,14-Oct-16
"The WikiLeaks 'Podesta archive' included an e-mail that stated President Obama had ""directed his supporters in Colorado to engage in a little all-American voter fraud.""            ",300,politics,21-Oct-16,4,2,politics,21-Oct-16
The Wisconsin Department of Natural Resourcesâ€™ webpage regarding climate changeâ€™s potential effects on the Great Lakes was scrubbed of references to the word â€˜climateâ€™.,750,politics,28-Dec-16,5,2.236067977,politics,28-Dec-16
"The Women's March on Washington is tallying attendees by asking them to text ""COUNT ME"" to 89800.            ",450,fraud_&_scams,23-Jan-17,19,4.358898944,fraud_&_scams,23-Jan-17
"The word ""guacamole"" literally translates as ""testicle sauce.""            ",450,language,9-Feb-16,7,2.645751311,language,9-Feb-16
"The word 'fuck' derives from an acronymic phrase, either 'For Unlawful Carnal Knowledge' or 'Fornication Under Consent of the King.'            ",150,language,13-Jul-99,2,1.414213562,language,13-Jul-99
The word 'picnic' originated with crowds gathering to witness lynchings.            ,150,language,21-Jan-17,1,1,language,21-Jan-17
The World Health Organization has listed being single as a disability under their definition of infertility.,300,medical,29-Oct-16,8,2.828427125,medical,29-Oct-16
The world's largest tortoise was 59 feet tall and weighed more than 800 pounds.            ,150,fauxtography,15-Jun-16,4,2,fauxtography,15-Jun-16
The yolks of flamingo eggs are a bright pink color.            ,150,critter_country,18-Jul-16,6,2.449489743,critter_country,18-Jul-16
"The zodiac is about to change to include a ""new"" star sign, Ophiuchus.            ",150,viral_phenomena,10-Nov-15,6,2.449489743,viral_phenomena,10-Nov-15
"Theodore Roosevelt said that speaking out against criticism of the President ""is not only unpatriotic and servile, but is morally treasonable to the American public.""",750,politics,22-Nov-16,2,1.414213562,politics,22-Nov-16
There are more trees on Earth than there are stars in the Milky Way galaxy.            ,750,science,12-Dec-16,5,2.236067977,science,12-Dec-16
There are small worms in bags of Lipton tea.            ,150,food,23-Feb-16,3,1.732050808,food,23-Feb-16
"There is a children's book called ""Do You Want to Play With My Balls?""",600,entertainment,5-May-15,2,1.414213562,entertainment,5-May-15
There is a demonstrable link between marijuana legalization and an increase in violent crime.,150,politics,1-Mar-17,15,3.872983346,politics,1-Mar-17
"There is a faceless, semi-human monster called Slenderman who stands eight feet tall, has tentacles for arms, stalks and eats small children, and communicates telepathically with his human servants, called ""proxies.""",150,horrors,20-Jan-17,10,3.16227766,horrors,20-Jan-17
There is a secret Obama administration plan for a federal takeover of local police forces via Justice Department consent decrees.            ,150,politics,5-Aug-16,12,3.464101615,politics,5-Aug-16
"Thieves can obtain your home address, banking details, e-mail address, phone number, and other personal details from discarded boarding passes.            ",450,crime,2-Mar-16,2,1.414213562,crime,2-Mar-16
"Thomas Edisonâ€™s mother lied about the contents of a letter from her sonâ€™s school informing her that the school had expelled him for â€œmental deficiencies.â€ Instead, she told the boy the letter said he was a genius who would be better off being homeschooled.            ",300,history,1-Dec-16,6,2.449489743,history,1-Dec-16
"Thomas Jefferson wrote that ""the strongest reason for the people to retain the right to keep and bear arms"" is to ""protect themselves against tyranny in government.""            ",150,politics,22-Jun-16,4,2,politics,22-Jun-16
"Thousands of Marines applied for White House detail after Trump became president, and none applied during President Obama's 8 years in office.",300,military,24-Feb-17,4,2,military,24-Feb-17
Thousands of Muslims voluntarily left the United States after Donald Trump was elected president.,300,fake_news,9-Feb-17,3,1.732050808,fake_news,9-Feb-17
Thousands of pre-marked ballots for Hillary Clinton and other Democratic candidates were found in a warehouse in Ohio.            ,150,fake_news,30-Sep-16,3,1.732050808,fake_news,30-Sep-16
"Three brothers in Limpopo, South Africa were arrested for raping a crocodile.",150,fake_news,14-Dec-16,7,2.645751311,fake_news,14-Dec-16
Three countries issued travel warnings to their citizens about visits to the United States.            ,600,politics,12-Jul-16,9,3,politics,12-Jul-16
Three million non-citzens voted illegally in the 2016 presidential election.,300,politics,16-Nov-16,11,3.31662479,politics,16-Nov-16
"Three states implemented a two pet maximum ordinance, forcing residents to choose which pets they must surrender.            ",150,fake_news,9-May-16,2,1.414213562,fake_news,9-May-16
Three Wisconsin counties admit to fixing the vote in favor of Donald Trump.,150,politics,28-Nov-16,1,1,politics,28-Nov-16
Tim Hortons will add marijuana to its menu in 2017.            ,150,fake_news,5-Jul-16,1,1,fake_news,5-Jul-16
Tim Kaine threatened to ban the Catholic Church from the United States if they didn't change their stance on gay marriage.,150,fake_news,15-Oct-16,3,1.732050808,fake_news,15-Oct-16
Tim Kaine wore a communist flag pin during the Democratic National Convention.            ,150,politics,1-Aug-16,4,2,politics,1-Aug-16
Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,150,science,19-Nov-16,8,2.828427125,science,19-Nov-16
Toddlers killed more Americans than terrorists in 2015.,750,politics,17-Dec-15,17,4.123105626,politics,17-Dec-15
Tom Brady flashed his middle finger while being presented with the 2017 Super Bowl MVP trophy.            ,150,fauxtography,6-Feb-17,5,2.236067977,fauxtography,6-Feb-17
Tom Hanks said in a television interview that he backs Donald Trump for president.            ,150,entertainment,29-Jul-16,2,1.414213562,entertainment,29-Jul-16
Tom Price said that it was 'better for our budget if cancer patients die more quickly.',150,fake_news,17-Mar-17,2,1.414213562,fake_news,17-Mar-17
Top advisers to President Trump believe he is misleading them about being blackmailed by Russia.,300,politics,30-Jan-17,10,3.16227766,politics,30-Jan-17
Top Obama administration officials watched the Benghazi attack unfold in real-time but did nothing to intervene.,150,politics,30-Jun-16,3,1.732050808,politics,30-Jun-16
Top-secret footage shows a giant walking in Japan.,150,fauxtography,5-Dec-16,2,1.414213562,fauxtography,5-Dec-16
Transcript reproduces Ben Stein's television commentary about the observance of Christmas.            ,600,political_news,26-Feb-06,3,1.732050808,political_news,26-Feb-06
Trump arranged a deal with Carrier that kept a thousand jobs in the United States.              ,600,business,30-Nov-16,6,2.449489743,business,30-Nov-16
Trump blasted the electoral college in 2012.,750,politics,10-Nov-16,1,1,politics,10-Nov-16
Trump hotels are being renamed to eliminate use of the name 'Trump.',450,politics,23-Oct-16,4,2,politics,23-Oct-16
"Trump strategist Stephen Bannon defended spousal abuse with the statement, ""Nobody can blame you for beating your wife if it's out of love.""            ",150,fake_news,27-Aug-16,4,2,fake_news,27-Aug-16
"Trump's chosen Secretary of Defense, James Mattis, called anti-war protesters ""pussies.""            ",300,politics,2-Dec-16,4,2,politics,2-Dec-16
Turkey legs sold in Disney's theme are actually emu legs.,150,disney,13-Mar-17,4,2,disney,13-Mar-17
"TV evangelist Pat Robertson described nude photos of Melania Trump as ""pure art that shows the beauty of God's work.""            ",150,fake_news,2-Aug-16,3,1.732050808,fake_news,2-Aug-16
Twenty-one people were killed in a mass shooting in Ontario (or other locations).            ,150,fake_news,15-Jul-16,10,3.16227766,fake_news,15-Jul-16
Twenty-three states have agreed to enact a total ban on all forms of hollow point ammunition.            ,150,fake_news,7-Oct-16,2,1.414213562,fake_news,7-Oct-16
Twitter is shutting down in 2017 due to cyberbullying.,150,computers,11-Aug-16,8,2.828427125,computers,11-Aug-16
Two college students have vowed to remove their own penises to protest a planned U.S.-Mexico border wall.,150,college,17-Jan-17,5,2.236067977,college,17-Jan-17
"Two Democratic Party congressmen were arrested for ""plotting to murder the president.""",150,fake_news,24-Feb-17,3,1.732050808,fake_news,24-Feb-17
"Two grandchildren of John Tyler,  the 10th U.S. President,  are still alive.            ",750,history,20-Dec-13,4,2,history,20-Dec-13
"Two handfuls of cashews are equivalent to one dose of Prozac in treating depression, and can be safely substituted for prescribed drugs.            ",150,medical,30-Dec-16,9,3,medical,30-Dec-16
Two intelligence agencies suspect that President Donald Trump's cell phone is the source of recently leaked information.,150,fake_news,2-Mar-17,3,1.732050808,fake_news,2-Mar-17
Two Maryland sheriff's deputies were shot and killed at a restaurant by a  vagrant.            ,750,crime,11-Feb-16,5,2.236067977,crime,11-Feb-16
Two men arrested for their part in Turkey's attempted military takeover are CIA agents.,300,politics,21-Jul-16,10,3.16227766,politics,21-Jul-16
Two people in Florida were arrested for selling golden tickets to heaven.            ,150,media_matters,2-Apr-15,4,2,media_matters,2-Apr-15
Two police officers in Georgia cumulatively killed more than 250 people and remain at large.            ,150,entertainment,5-Jan-16,3,1.732050808,entertainment,5-Jan-16
Two scientists who analyzed 2.5 million stars have concluded that the signals coming from a small fraction of them are â€œprobablyâ€ caused by aliens.,300,science,25-Oct-16,12,3.464101615,science,25-Oct-16
"Two white men were doused in gasoline and set on fire by Black Lives Matter members, and the story was ""censored"" by the media.",300,fauxtography,30-Sep-16,4,2,fauxtography,30-Sep-16
"Typing ""Facebook Security"" into the ""block search"" field reveals the users Facebook is paying to secretly spy on you.            ",150,technology,5-Jan-17,2,1.414213562,technology,5-Jan-17
Tyson Foods has dropped Labor Day as a holiday in favor of the Muslim celebration of Eid al-Fitr.            ,150,political_news,4-Aug-08,2,1.414213562,political_news,4-Aug-08
"U.S. District Judge Gonzalo Curiel is a member of the ""Latino KKK"" group La Raza.            ",150,politics,9-Jun-16,14,3.741657387,politics,9-Jun-16
U.S. General John J. Pershing effectively discouraged Muslim terrorists in the Philippines by killing them and burying their bodies along with those of pigs.            ,150,military,31-Oct-01,11,3.31662479,military,31-Oct-01
U.S. Gymnastics coaches Bela and Marta Karolyi were illegal immigrants.            ,150,sports,17-Aug-16,12,3.464101615,sports,17-Aug-16
U.S. Marshals are arresting people who have not paid their student loans.            ,450,crime,17-Feb-16,5,2.236067977,crime,17-Feb-16
"U.S. national security agencies went on ""high alert"" after President-Elect Donald Trump was caught telling ""a dangerous lie.""",150,politics,19-Dec-16,4,2,politics,19-Dec-16
"U.S. Olympic medal winners have to pay taxes of up to $9,000 for each gold medal they earn.            ",450,political_news,1-Aug-12,3,1.732050808,political_news,1-Aug-12
U.S. President George Washington had wooden teeth.,150,history,21-Dec-16,6,2.449489743,history,21-Dec-16
UN vehicles have been quietly positioned for action in Virginia and Kentucky as a preemptive response to imminent economic collapse.            ,150,fauxtography,27-Jun-16,4,2,fauxtography,27-Jun-16
"Under certain conditions, lionesses can grow manes and develop ""masculine behavior"".",750,science,6-Mar-17,10,3.16227766,science,6-Mar-17
"Under Obamacare, patients 76 and older must be admitted to the hospital by their primary care physicians in order to be covered by Medicare.            ",150,medical,15-Apr-14,4,2,medical,15-Apr-14
"Under the LARK program, Gitmo detainees are being housed with liberals who disagree with the U.S. government's treatment of those prisoners.            ",150,political_news,15-Feb-05,2,1.414213562,political_news,15-Feb-05
"Undocumented McDonald's worker Maria Englesia was fired for telling police officers ""we don't serve pigs.""",150,fake_news,19-Jul-16,8,2.828427125,fake_news,19-Jul-16
Uniformed police officers were not allowed on the floor at the Democratic National Convention.            ,150,politics,28-Jul-16,3,1.732050808,politics,28-Jul-16
United Airlines will begin charging for overhead bin space.            ,300,business,7-Dec-16,8,2.828427125,business,7-Dec-16
"United States Special Forces killed a giant in Kandahar in 2002, and the government is trying to cover it up.",150,politics,31-Aug-16,5,2.236067977,politics,31-Aug-16
Usain Bolt donated $10 million and Shakira donated $15 million to help rebuild Haiti after Hurricane Matthew.            ,150,sports,9-Oct-16,1,1,sports,9-Oct-16
Usain Bolt donated his entire $20 million earnings from the Olympic Games to his Jamaican high school.            ,150,fake_news,26-Aug-16,2,1.414213562,fake_news,26-Aug-16
Van Halen's standard performance contract contained a provision calling for them to be provided backstage with a bowl of M&Ms from which all the brown candies has been removed.            ,750,entertainment,19-Jan-17,2,1.414213562,entertainment,19-Jan-17
"Vanilla ice cream was originally a deep, dark black color before white people demanded it be changed in 1912.            ",150,fauxtography,18-Jan-17,12,3.464101615,fauxtography,18-Jan-17
Vastly more mass shootings have taken place during President Obama's administration than that of any other recent President.,150,crime,4-Dec-15,5,2.236067977,crime,4-Dec-15
"Vatican City, the Taj Mahal, Yankee Stadium and five other landmarks could all fit inside the Indianapolis Motor Speedway.            ",600,fauxtography,25-May-16,11,3.31662479,fauxtography,25-May-16
"Vice President Joe Biden said in a speech that ""lazy American women"" brought about the downfall of the economy because they ""sit around on their behinds, doing nothing.""            ",150,fake_news,27-Oct-16,3,1.732050808,fake_news,27-Oct-16
"Vice President Joe Biden said that ""the Germans"" bombed Pearl Harbor.            ",150,politics,5-Aug-15,1,1,politics,5-Aug-15
Vice President Joe Biden said that 'no ordinary American cares about their constitutional rights.',150,politics,12-Feb-16,1,1,politics,12-Feb-16
"Vice President Mike Pence claimed that ""well over half"" of the people at the Womens' March on Washington supported President Donald Trump.            ",150,politics,24-Jan-17,5,2.236067977,politics,24-Jan-17
Vice President Mike Pence is creating a 'Department of Anti-Witchcraft' to safeguard religious liberty.,150,fake_news,3-Mar-17,4,2,fake_news,3-Mar-17
"Vice President Mike Pence openly lamented God never asked him to sacrifice one of his children, but he was prepared in the event that a sacrifice of a grandchild was requested of him.",150,fake_news,7-Feb-17,2,1.414213562,fake_news,7-Feb-17
"Victims of atrocities in Syria are being ""recycled"" by anti-government activists.",150,fake_news,14-Dec-16,13,3.605551275,fake_news,14-Dec-16
Victims of domestic violence can effectively send out a secret signal for help by drawing black dots on their palms.            ,450,crime,14-Sep-15,2,1.414213562,crime,14-Sep-15
"Victoria Woodhull, not Hillary Clinton, was the first female presidential nominee.            ",450,politics,9-Jun-16,9,3,politics,9-Jun-16
Video clip shows a 'Russia's Got Talent' contestant accidentally shooting his partner in the head with an arrow.            ,150,fauxtography,17-Jul-09,2,1.414213562,fauxtography,17-Jul-09
Video depicts Democrats committing fraud during the 2016 primary.            ,150,fauxtography,26-Oct-16,8,2.828427125,fauxtography,26-Oct-16
Video documents that the shootings at Sandy Hook Elementary School were a staged hoax.            ,150,political_news,15-Dec-12,26,5.099019514,political_news,15-Dec-12
"Video documents the existence of a never-ending ""Escherian Stairwell.""            ",150,fauxtography,6-May-13,5,2.236067977,fauxtography,6-May-13
